apn,address,station,band,current_zone,current_max_height_ft,current_max_height_raw,sb79_floor_ft,lot_sf,year_built,historic_status,lat,lon
120-11-020,"325 Channing Av, Palo Alto #113",univ,1/2mi,AMF,,Cannot assess for this zone.,65,620,2004,none,37.443563,-122.156602
120-11-021,"325 Channing Av, Palo Alto #114",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1113,2004,none,37.443486,-122.156649
120-11-022,"325 Channing Av, Palo Alto #115",univ,1/2mi,AMF,,Cannot assess for this zone.,65,913,2004,none,37.443249,-122.156896
120-11-023,"325 Channing Av, Palo Alto #116",univ,1/2mi,AMF,,Cannot assess for this zone.,65,297,2004,none,37.443214,-122.156975
120-11-024,"325 Channing Av, Palo Alto #117",univ,1/2mi,AMF,,Cannot assess for this zone.,65,621,2004,none,37.443139,-122.156851
120-11-025,"325 Channing Av, Palo Alto #118",univ,1/2mi,AMF,,Cannot assess for this zone.,65,641,2004,none,37.443093,-122.156778
120-11-026,"325 Channing Av, Palo Alto #119",univ,1/2mi,AMF,,Cannot assess for this zone.,65,676,2004,none,37.443044,-122.156702
120-11-027,"325 Channing Av, Palo Alto #213",univ,1/2mi,AMF,,Cannot assess for this zone.,65,620,2004,none,37.443563,-122.156602
120-11-028,"325 Channing Av, Palo Alto #214",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1113,2004,none,37.443486,-122.156649
120-11-029,"325 Channing Av, Palo Alto #215",univ,1/2mi,AMF,,Cannot assess for this zone.,65,913,2004,none,37.443249,-122.156896
120-11-030,"325 Channing Av, Palo Alto #301",univ,1/2mi,AMF,,Cannot assess for this zone.,65,572,2004,none,37.443065,-122.156569
120-11-031,"325 Channing Av, Palo Alto #302",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1166,2004,none,37.443168,-122.156762
120-11-032,"325 Channing Av, Palo Alto #303",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1240,2004,none,37.44341,-122.156515
120-11-033,"325 Channing Av, Palo Alto #304",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1211,2004,none,37.443312,-122.156384
120-11-034,"325 Channing Av, Palo Alto #305",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1137,2004,none,37.443379,-122.156315
120-11-035,"325 Channing Av, Palo Alto #306",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1247,2004,none,37.443464,-122.15646
120-11-036,"325 Channing Av, Palo Alto #307",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1362,2004,none,37.443556,-122.156584
120-11-037,"325 Channing Av, Palo Alto #308",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1206,2004,none,37.44349,-122.156665
120-11-038,"325 Channing Av, Palo Alto #309",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1164,2004,none,37.443413,-122.156742
120-11-039,"325 Channing Av, Palo Alto #310",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1217,2004,none,37.443337,-122.156818
120-11-040,"325 Channing Av, Palo Alto #311",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1188,2004,none,37.443259,-122.156895
120-11-041,"325 Channing Av, Palo Alto #312",univ,1/2mi,AMF,,Cannot assess for this zone.,65,873,2004,none,37.443195,-122.156949
120-11-042,"325 Channing Av, Palo Alto #313",univ,1/2mi,AMF,,Cannot assess for this zone.,65,1262,2004,none,37.443116,-122.156814
120-11-043,"325 Channing Av, Palo Alto #314",univ,1/2mi,AMF,,Cannot assess for this zone.,65,676,2004,none,37.443044,-122.156702
120-12-001,"346 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,4200,1925,none,37.450637,-122.167066
120-12-002,"350 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,3000,1906,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.450535,-122.166904
120-12-003,"374 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,6000,1941,none,37.450385,-122.166832
120-12-004,"380 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,6000,1923,none,37.4503,-122.166697
120-12-006,"364 Poe St, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,6301,2001,none,37.450207,-122.165865
120-12-007,"110 Waverley St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,6500,1910,none,37.450127,-122.165728
120-12-008,"120 Waverley St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,6500,1913,none,37.450041,-122.165592
120-12-009,"126 Waverley St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,12500,2003,none,37.449827,-122.165585
120-12-010,"150 Waverley St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,12500,1951,none,37.449742,-122.16545
120-12-010,"134 Waverley St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,12500,1951,none,37.449742,-122.16545
120-12-012,"168 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,12500,1964,none,37.449572,-122.16518
120-12-013,"170 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,8500,1961,none,37.449594,-122.164922
120-12-014,"176 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,4000,1910,none,37.449554,-122.164736
120-12-015,"381 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1905,Category 3,37.449489,-122.164493
120-12-016,"375 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1903,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.449381,-122.1646
120-12-016,"375 Hawthorne Av, Palo Alto #A",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1903,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.449381,-122.1646
120-12-018,"359 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1959,none,37.449251,-122.164949
120-12-018,"357 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1959,none,37.449251,-122.164949
120-12-019,"341 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1926,none,37.449143,-122.165056
120-12-019,"343 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1926,none,37.449143,-122.165056
120-12-020,"327 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.449035,-122.165163
120-12-020,"335 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.449035,-122.165163
120-12-020,"337 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.449035,-122.165163
120-12-020,"333 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.449035,-122.165163
120-12-020,"329 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.449035,-122.165163
120-12-020,"339 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.449035,-122.165163
120-12-020,"331 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.449035,-122.165163
120-12-021,"319 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-021,"321 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-021,"317 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-021,"325 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-021,"323 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-021,"311 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-021,"315 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-021,"313 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,10000,1956,none,37.448928,-122.165269
120-12-022,"309 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,7500,1925,none,37.448585,-122.16528
120-12-022,"197 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,7500,1925,none,37.448585,-122.16528
120-12-025,"185 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,7500,1922,none,37.44884,-122.165686
120-12-027,"177 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,11790,1913,none,37.449123,-122.165839
120-12-028,"171 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,13210,1958,none,37.449194,-122.165986
120-12-030,"161 Bryant St, Palo Alto",univ,1/2mi,R-1,17,May be 17' due to substandard size or flag configuration.,65,4875,2015,none,37.449233,-122.166366
120-12-034,"334 Poe St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,9000,2000,none,37.449663,-122.166187
120-12-035,"344 Poe St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,7500,1948,none,37.449782,-122.166069
120-12-036,"354 Poe St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,10500,2012,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.449911,-122.165941
120-12-037,"331 Poe St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,9000,1965,none,37.450004,-122.166727
120-12-039,"125 Bryant St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,6500,1922,none,37.449585,-122.166923
120-12-040,"119 Bryant St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,6500,1902,Category 2,37.44967,-122.167058
120-12-041,"300 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,12164,1940,none,37.449782,-122.167292
120-12-042,"310 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,5230,1945,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.449975,-122.167316
120-12-045,"340 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,7200,1910,none,37.450465,-122.167126
120-12-047,"165 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,2427,1926,none,37.449129,-122.166271
120-12-048,"167 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,956,1980,none,37.449409,-122.166006
120-12-049,"169 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1046,1980,none,37.449478,-122.165937
120-12-050,"187 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,359,1980,none,37.448758,-122.165496
120-12-051,"189 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,823,1980,none,37.448819,-122.165411
120-12-052,"191 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,939,1980,none,37.448759,-122.165325
120-12-053,"193 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,618,1980,none,37.448667,-122.165389
120-12-054,"195 Bryant St, Palo Alto #A",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,696,1980,none,37.448587,-122.165472
120-12-054,"195 Bryant St, Palo Alto #B",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,696,1980,none,37.448587,-122.165472
120-12-055,,univ,1/2mi,RM-20,,Cannot assess for this zone.,65,696,1980,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.448587,-122.165472
120-12-056,"183 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1463,1981,none,37.449216,-122.165552
120-12-057,"181 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1871,1981,none,37.449034,-122.165733
120-12-058,"179 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,2185,1910,none,37.448877,-122.165884
120-12-059,"390 Palo Alto Av, Palo Alto",univ,1/2mi,R-1,,"Can't assess due to creek, flag lot, or ROW easement configuration.",65,7188,1938,none,37.450224,-122.166426
120-12-060,"345 Poe St, Palo Alto",univ,1/2mi,R-1,30,"30' if roof slope is less than 12:12, 
33' otherwise.",65,6012,1984,none,37.450091,-122.166547
120-12-061,"365 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,2020,1905,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.44927,-122.164678
120-12-062,"363 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1109,2011,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.449387,-122.164894
120-12-063,,univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1771,2025,Found Not CRHR Eligible by Page Turnbull; 20210712,37.449778,-122.165195
120-12-064,"164 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1863,2025,Found Not CRHR Eligible by Page Turnbull; 20210712,37.449551,-122.165421
120-12-064,"162 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1863,2025,Found Not CRHR Eligible by Page Turnbull; 20210712,37.449551,-122.165421
120-12-065,"162 Waverley St, Palo Alto #A",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,782,2025,Found Not CRHR Eligible by Page Turnbull; 20210712,37.449427,-122.165561
120-13-001,"296 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,1011,1973,none,37.448641,-122.163186
120-13-002,"284 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,914,1973,none,37.448701,-122.163265
120-13-003,"276 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,922,1973,none,37.44875,-122.163344
120-13-004,"272 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,900,1973,none,37.448806,-122.163432
120-13-005,"258 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,1008,1973,none,37.448853,-122.16352
120-13-006,"292 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,1011,1973,none,37.448641,-122.163186
120-13-007,"288 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,914,1973,none,37.448701,-122.163265
120-13-008,"280 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,922,1973,none,37.44875,-122.163344
120-13-009,"268 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,900,1973,none,37.448806,-122.163432
120-13-010,"262 Waverley St, Palo Alto",univ,1/2mi,RM-30,,Cannot assess for this zone.,65,1008,1973,none,37.448853,-122.16352
120-13-011,"334 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1744,2006,none,37.448692,-122.164596
120-13-012,"336 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,1276,2006,none,37.448545,-122.164377
120-13-013,"333 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,687,2006,none,37.448478,-122.164271
120-14-001,"210 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1920,none,37.44912,-122.164047
120-14-002,"220 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1924,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.449035,-122.163912
120-14-002,"218 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1924,Deemed NOT eligible for the CRHR or the NRHP in 1998,37.449035,-122.163912
120-14-003,"228 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,4000,1918,none,37.448958,-122.16379
120-14-005,"351 Bryant Ct, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,4072,1922,none,37.448724,-122.164113
120-14-011,"221 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5760,1910,none,37.448189,-122.164749
120-14-012,"215 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1939,Category 3,37.448258,-122.164901
120-14-013,"203 Bryant St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,1928,none,37.448343,-122.165036
120-14-014,"350 Hawthorne Av, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5431,2000,none,37.448886,-122.16437
120-14-015,"204 Waverley St, Palo Alto",univ,1/2mi,RM-20,,Cannot assess for this zone.,65,5000,2008,none,37.449205,-122.164182
120-14-016,"251 Waverley St, Palo Alto",univ,1/2mi,PF,,Cannot assess for this zone.,65,90000,,none,37.449387,-122.163234
120-14-017,"201 Kipling St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1903,none,37.450156,-122.16324
120-14-017,"460 Hawthorne Av, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1903,none,37.450156,-122.16324
120-14-018,"470 Hawthorne Av, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1900,none,37.450398,-122.162999
120-14-018,"204 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1900,none,37.450398,-122.162999
120-14-019,"212 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1965,none,37.450313,-122.162864
120-14-019,"210 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1965,none,37.450313,-122.162864
120-14-019,"214 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1965,none,37.450313,-122.162864
120-14-020,"218 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1908,none,37.450228,-122.162729
120-14-021,"228 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1920,none,37.450143,-122.162594
120-14-022,"236 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,2018,none,37.450058,-122.162459
120-14-023,"240 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1922,none,37.449973,-122.162324
120-14-024,"250 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,2469,1900,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.44995,-122.162149
120-14-024,"252 Cowper St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,2469,1900,Deemed eligible for the NRHP in 1998; Eligible for the CRHR due to eligibility for the NRHP,37.44995,-122.162149
120-14-025,"477 Everett Av, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,3781,1922,none,37.449865,-122.162014
120-14-026,"475 Everett Av, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5000,1904,none,37.449778,-122.162188
120-14-027,"467 Everett Av, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,2898,2014,none,37.449652,-122.162244
120-14-028,"457 Everett Av, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,3948,1927,none,37.44952,-122.162347
120-14-028,"453 Everett Av, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,3948,1927,none,37.44952,-122.162347
120-14-029,"249 Kipling St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,4404,1906,Category 3,37.449644,-122.162451
120-14-030,"243 Kipling St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1953,none,37.44973,-122.162564
120-14-030,"241 Kipling St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1953,none,37.44973,-122.162564
120-14-030,"245 Kipling St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1953,none,37.44973,-122.162564
120-14-030,"239 Kipling St, Palo Alto",univ,1/2mi,R-2,,Cannot assess for this zone.,65,5625,1953,none,37.44973,-122.162564
